"mutant_ID","pool","firma","7dpiAlfL_KSUMA","7dpiAlfL_KValor M","7dpiAlfL_Kt-test","7dpiAlfL_HSUMA","7dpiAlfL_HValor M","7dpiAlfL_Ht-test","position","region","contig","Locus_tag","Gene","Protein"
"2011mTn5STM.1.02.E11",2.00,59.00,427.75,0.51,0.01,482.75,0.56,0.04,1007028.00,"RME591985_916","pSymB","SM_b21341","SM_b21341","hypothetical protein"
"2011mTn5STM.1.02.E12",2.00,60.00,9.25,-3.01,0.01,5.50,-0.25,0.67,1424357.00,"SME591688_1327","chromosome","SMc01359","aidB","oxidoreductase"
"2011mTn5STM.1.02.F01",2.00,121.00,554.25,0.02,0.82,480.00,0.17,0.21,2287778.00,"SME591688_2166","chromosome","SMc01443","gst6","glutathione S-transferase"
"2011mTn5STM.1.02.F02",2.00,62.00,338.75,0.10,0.49,335.50,-0.04,0.83,2773024.00,"SME591688_2619","chromosome","SMc02351","SMc02351","hypothetical protein"
"2011mTn5STM.1.02.F03",2.00,63.00,371.50,-0.35,0.03,272.75,-0.31,9.58552508128687e-03,1013504.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.02.F04",2.00,64.00,348.50,-0.09,0.60,316.50,-0.31,0.07,705020.00,"AE006469_702","pSymA","SMa1292","SMa1292","Peptidase"
"2011mTn5STM.1.02.F05",2.00,65.00,384.00,-0.33,0.01,348.50,-0.34,0.07,85796.00,"RME591985_76","pSymB","SM_b20077","SM_b20077","sensor histidine kinase"
"2011mTn5STM.1.02.F06",2.00,66.00,267.75,0.05,0.50,405.00,-0.34,0.12,285399.00,"SME591688_257","chromosome","SMc00331","SMc00331","hypothetical protein"
"2011mTn5STM.1.02.F07",2.00,67.00,407.25,-0.25,0.19,248.25,-0.20,0.18,520987.00,"RME591985_480","pSymB","SM_b20499","SM_b20499","glycerol-3-phosphate dehydrogenase"
"2011mTn5STM.1.02.F08",2.00,68.00,324.00,0.01,0.80,218.25,0.01,0.95,514651.00,"AE006469_502","pSymA","SMa0929","traG","conjugal transfer protein TraG"
"2011mTn5STM.1.02.F09",2.00,69.00,393.00,-0.42,0.02,292.50,-0.51,0.01,106245.00,"SME591688_94","chromosome","SMc02612","glxD","oxidoreductase"
"2011mTn5STM.1.02.F10",2.00,70.00,203.75,0.02,0.91,312.50,-0.03,0.80,652728.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.02.F11",2.00,71.00,437.00,-0.29,0.10,266.75,-0.03,0.64,1177494.00,"AE006469_1138","pSymA","SMa2085","SMa2085","ABC transporter permease"
"2011mTn5STM.1.02.F12",2.00,72.00,710.50,-0.11,0.24,182.25,-0.15,0.22,2592675.00,"]--Intergenic--[","chromosome","SMc02738","opuB","glycine betaine transport system permease ABC transporter protein"
"2011mTn5STM.1.02.G01",2.00,73.00,496.75,-0.09,0.28,436.75,-0.18,0.19,826479.00,"AE006469_815","pSymA","SMa1497","gst12","Gst12 glutathione-S-transferase"
"2011mTn5STM.1.02.G02",2.00,74.00,1174.50,-0.27,0.09,1288.00,-0.09,0.29,530926.00,"RME591985_489","pSymB","SM_b20508","SM_b20508","sugar ABC transporter substrate-binding protein"
"2011mTn5STM.1.02.G03",2.00,169.00,371.75,-0.11,0.62,308.75,0.10,0.40,2792987.00,"SME591688_2637","chromosome","SMc02420","SMc02420","cytosine deaminase"
"2011mTn5STM.1.02.G04",2.00,76.00,568.00,-0.27,0.09,310.00,-0.21,0.25,301074.00,"SME591688_272","chromosome","SMc00344","SMc00344","hypothetical protein"
"2011mTn5STM.1.02.G05",2.00,77.00,401.25,0.21,0.02,274.00,0.11,0.66,1943913.00,"SME591688_1836","chromosome","SMc00476","SMc00476","transport transmembrane protein"
"2011mTn5STM.1.02.G06",2.00,78.00,170.50,0.22,0.64,419.25,0.21,0.39,208405.00,"RME591985_192","pSymB","SM_b20200","cbbT","transketolase"
"2011mTn5STM.1.02.G07",2.00,79.00,21.50,-0.83,0.23,21.25,0.30,0.34,2330305.00,"SME591688_2205","chromosome","SMc01877","recN","DNA repair protein"
"2011mTn5STM.1.02.G08",2.00,181.00,782.50,-0.54,8.31400578062399e-03,633.25,-0.48,0.03,151271.00,"SME591688_132","chromosome","SMc04125","SMc04125","ABC transporter permease"
"2011mTn5STM.1.02.G09",2.00,81.00,438.75,-0.57,0.15,210.25,-0.19,0.43,281694.00,"AE006469_275","pSymA","SMa0522","SMa0522","ABC transporter substrate-binding protein"
"2011mTn5STM.1.02.G10",2.00,82.00,154.50,0.55,0.16,279.75,0.41,0.13,1919769.00,"SME591688_1816","chromosome","SMc00490","SMc00490","transcriptional regulator"
"2011mTn5STM.1.02.G11",2.00,83.00,360.25,0.09,0.70,265.00,0.42,0.20,964505.00,"]--Intergenic--[","chromosome","SMc00975","mcpU","chemoreceptor methyl-accepting chemotaxis transmembrane protein"
"2011mTn5STM.1.02.G12",2.00,84.00,532.00,0.25,0.17,509.75,0.24,8.75100192706569e-03,1755073.00,"SME591688_1650","chromosome","SMc01175","SMc01175","oxidoreductase"
"2011mTn5STM.1.02.H01",2.00,145.00,482.50,-0.04,0.70,252.25,0.04,0.66,222265.00,"AE006469_218","pSymA","SMa0407","SMa0407","hypothetical protein"
"2011mTn5STM.1.02.H02",2.00,86.00,394.75,0.08,0.68,591.25,-0.20,0.17,1272428.00,"AE006469_1232","pSymA","SMa2287","SMa2287","LysR family transcriptional regulator"
"2011mTn5STM.1.02.H03",2.00,87.00,640.50,-3.02601568167986e-03,0.97,394.50,-0.13,0.27,2490375.00,"]--Intergenic--[","chromosome","SMc01550","SMc01550","hypothetical protein"
"2011mTn5STM.1.02.H04",2.00,88.00,761.75,-0.28,0.02,203.75,-0.08,0.37,2897531.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.02.H05",2.00,89.00,692.25,0.26,2.12742931353899e-04,304.25,0.28,0.13,289740.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.02.H06",2.00,90.00,382.25,-0.01,0.93,364.75,0.12,0.27,602062.00,"AE006469_600","pSymA","SMa1103","cyaP","adenylate cyclase"
"2011mTn5STM.1.02.H07",2.00,91.00,122.50,-0.02,0.94,484.25,-0.29,0.11,785533.00,"RME591985_725","pSymB","SM_b21222","SM_b21222","transcriptional regulator"
"2011mTn5STM.1.02.H08",2.00,92.00,428.00,0.07,0.44,397.00,0.22,0.08,1841880.00,"]--Intergenic--[","chromosome","SMc00272","SMc00272","hypothetical protein"
"2011mTn5STM.1.02.H09",2.00,146.00,403.00,-0.05,0.75,174.50,-0.03,0.88,3377811.00,"SME591688_3171","chromosome","SMc03262","SMc03262","hypothetical protein"
"2011mTn5STM.1.02.H10",2.00,94.00,2.50,-0.81,0.32,2.75,0.22,0.77,,"","","","",""
"2011mTn5STM.1.02.H11",2.00,95.00,445.50,-0.21,0.12,4.75,-0.41,0.74,3205040.00,"SME591688_3018","chromosome","SMc03125","SMc03125","transport system ATP-binding ABC transporter protein"
"2011mTn5STM.1.02.H12",2.00,96.00,423.25,-0.27,0.35,568.25,-0.09,0.36,285108.00,"]--Intergenic--[","pSymB","SM_b20280","SM_b20280","hypothetical protein"
"2011mTn5STM.1.03.A01",3.00,97.00,563.50,0.02,0.90,381.00,0.05,0.25,759555.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.A04",3.00,4.00,559.50,0.17,0.15,364.00,0.17,0.33,790551.00,"RME591985_729","pSymB","SM_b21226","SM_b21226","hypothetical protein"
"2011mTn5STM.1.03.A05",3.00,5.00,647.75,-0.24,0.04,506.75,-0.12,0.29,280545.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.A06",3.00,6.00,364.50,-0.34,0.07,352.50,0.30,0.21,1150177.00,"RME591985_1047","pSymB","SM_b20925","SM_b20925","hypothetical protein"
"2011mTn5STM.1.03.A07",3.00,7.00,29.00,-0.07,0.84,341.75,-0.15,0.25,2765761.00,"SME591688_2612","chromosome","SMc02343","SMc02343","transport transmembrane protein"
"2011mTn5STM.1.03.A08",3.00,8.00,477.75,0.25,0.27,435.50,0.05,0.71,2483844.00,"SME591688_2332","chromosome","SMc01740","lldD1","L-lactate dehydrogenase (cytochrome) protein"
"2011mTn5STM.1.03.A09",3.00,9.00,515.25,-0.05,0.39,522.75,-0.06,0.75,3387590.00,"]--Intergenic--[","chromosome","SMc03269","SMc03269","peptide-binding periplasmic ABC transporter protein"
"2011mTn5STM.1.03.A10",3.00,10.00,546.50,-0.15,0.11,427.25,0.02,0.83,1586485.00,"]--Intergenic--[","pSymB","SM_b20573","SM_b20573","NADH-dependent FMN reductase"
"2011mTn5STM.1.03.A11",3.00,11.00,522.00,0.08,0.17,179.25,0.19,0.37,1143372.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.A12",3.00,12.00,448.00,-0.25,0.03,571.75,-0.13,0.37,611323.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.B01",3.00,13.00,564.75,0.09,0.57,164.25,0.04,0.81,2666492.00,"SME591688_2519","chromosome","SMc01944","SMc01944","haloperoxidase"
"2011mTn5STM.1.03.B03",3.00,15.00,320.50,-0.23,0.07,233.50,0.12,0.08,659511.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.B04",3.00,16.00,435.25,0.61,0.02,453.50,0.50,0.02,1482423.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.B05",3.00,17.00,263.75,0.36,0.09,459.00,0.52,0.03,672991.00,"SME591688_613","chromosome","SMc02329","TRm1b","transposase ISRM1"
"2011mTn5STM.1.03.B06",3.00,18.00,339.25,0.42,0.06,300.50,0.31,0.11,954586.00,"RME591985_866","pSymB","SM_b21202","SM_b21202","hypothetical protein"
"2011mTn5STM.1.03.B07",3.00,19.00,124.75,-0.01,0.92,183.25,-0.12,0.58,743989.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.B08",3.00,20.00,230.00,0.42,0.27,108.00,0.18,0.30,535305.00,"RME591985_493","pSymB","SM_b20513","SM_b20513","hypothetical protein"
"2011mTn5STM.1.03.B09",3.00,110.00,217.00,-0.18,0.13,225.50,0.04,0.76,3224132.00,"SME591688_3036","chromosome","SMc03113","TRm5N","partial transposase for insertion sequence element ISRM5"
"2011mTn5STM.1.03.B10",3.00,22.00,450.75,0.81,0.02,271.00,0.82,0.05,826023.00,"RME591985_758","pSymB","SM_b21255","SM_b21255","hypothetical protein"
"2011mTn5STM.1.03.B11",3.00,23.00,170.00,0.49,0.06,495.75,0.34,0.02,47692.00,"AE006469_46","pSymA","SMa0091","SMa0091","hypothetical protein"
"2011mTn5STM.1.03.C01",3.00,25.00,405.50,-0.36,0.17,439.75,-0.24,0.11,927034.00,"AE006469_909","pSymA","SMa1660","SMa1660","hypothetical protein"
"2011mTn5STM.1.03.C02",3.00,26.00,291.25,-0.18,0.21,161.50,-0.09,0.66,2419684.00,"SME591688_2280","chromosome","SMc01628","SMc01628","periplasmic binding ABC transporter protein"
"2011mTn5STM.1.03.C03",3.00,27.00,100.00,-0.58,0.16,58.50,-0.26,0.50,3252057.00,"SME591688_3054","chromosome","SMc03096","SMc03096","signal peptide protein"
"2011mTn5STM.1.03.C04",3.00,28.00,469.25,0.58,7.02951029456135e-03,514.00,0.29,4.68328953816017e-03,1231603.00,"AE006469_1187","pSymA","SMa2197","SMa2197","ABC transporter permease"
"2011mTn5STM.1.03.C05",3.00,29.00,288.25,-0.42,0.03,202.50,-0.56,0.02,1589058.00,"SME591688_1502","chromosome","SMc02121","aapP","general L-amino acid transport ATP-binding ABC transporter protein"
"2011mTn5STM.1.03.C06",3.00,30.00,274.75,-0.15,0.32,224.75,-0.06,0.52,28225.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.C07",3.00,31.00,116.75,-0.20,0.32,208.75,-0.15,0.06,1052681.00,"RME591985_965","pSymB","SM_b21527","tauB","taurin uptake ABC transporter ATP-binding protein"
"2011mTn5STM.1.03.C08",3.00,32.00,158.00,0.02,0.84,225.50,0.58,0.03,1367028.00,"RME591985_1265","pSymB","SM_b21436","SM_b21436","C4-dicarboxylate transport system, permease large protein transmembrane"
"2011mTn5STM.1.03.C09",3.00,33.00,325.25,0.50,0.15,341.00,0.08,0.75,881537.00,"]--Intergenic--[","chromosome","SMc00902","SMc00902","hypothetical protein"
"2011mTn5STM.1.03.C10",3.00,170.00,143.25,0.18,0.38,146.00,-9.8246254981072e-03,0.95,801394.00,"]--Intergenic--[","pSymB","SM_b21235","SM_b21235","formyltransferase, methionyl-tRNA(fMet) N-formyltransferase"
"2011mTn5STM.1.03.C11",3.00,112.00,68.50,-0.14,0.32,169.75,-0.34,0.01,407588.00,"RME591985_378","pSymB","SM_b20393","rbcL","ribulose bisphosphate carboxylaseoxygenase, large subunit protein"
"2011mTn5STM.1.03.C12",3.00,36.00,448.50,-0.20,0.32,404.75,-0.47,0.02,2671004.00,"SME591688_2524","chromosome","SMc01949","livG","high-affinity branched-chain amino acid ABC transporter ATP-binding protein"
"2011mTn5STM.1.03.D01",3.00,109.00,505.75,0.39,0.01,657.25,0.45,3.61619640194478e-03,823524.00,"AE006469_812","pSymA","SMa1493","SMa1493","LysR family transcriptional regulator"
"2011mTn5STM.1.03.D02",3.00,38.00,443.50,0.34,0.10,298.25,0.14,0.46,3330834.00,"SME591688_3126","chromosome","SMc02466","sdhB","succinate dehydrogenase iron-sulfur subunit"
"2011mTn5STM.1.03.D03",3.00,39.00,668.00,0.86,5.90602670644203e-03,535.00,0.76,3.74796998633194e-03,356955.00,"RME591985_334","pSymB","SM_b20349","SM_b20349","sugar ABC transporter"
"2011mTn5STM.1.03.D04",3.00,40.00,736.00,0.93,0.02,566.75,1.09,3.9239541757341e-03,844816.00,"AE006469_832","pSymA","SMa1531","nuoC2","NuoC2 NADH I chain C"
"2011mTn5STM.1.03.D05",3.00,41.00,247.00,-0.03,0.82,198.50,0.17,0.48,3114717.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.D06",3.00,42.00,124.75,0.09,0.29,410.50,-0.14,0.21,1001314.00,"AE006469_972","pSymA","SMa1760","SMa1760","phosphotransferase"
"2011mTn5STM.1.03.D07",3.00,43.00,499.25,0.75,0.01,403.00,0.44,0.09,250508.00,"AE006469_242","pSymA","SMa0464","cyaI2","guanylate cyclase"
"2011mTn5STM.1.03.D08",3.00,44.00,326.00,0.27,0.09,244.75,0.41,9.49989433321328e-04,1216427.00,"SME591688_1136","chromosome","SMc02544","SMc02544","hypothetical protein"
"2011mTn5STM.1.03.D09",3.00,45.00,187.25,-0.21,0.15,158.50,-0.02,0.90,1220215.00,"RME591985_1110","pSymB","SM_b20986","narB","nitrate reductase, large subunit protein"
"2011mTn5STM.1.03.D10",3.00,46.00,134.25,0.38,0.05,179.00,0.58,0.02,553125.00,"RME591985_506","pSymB","SM_b20528","SM_b20528","hypothetical protein"
"2011mTn5STM.1.03.D11",3.00,47.00,164.75,-5.47,3.59473299353904e-04,137.75,-4.56,5.45047628616719e-04,2231370.00,"SME591688_2108","chromosome","SMc04346","ilvC","ketol-acid reductoisomerase"
"2011mTn5STM.1.03.D12",3.00,48.00,524.25,-0.17,0.11,83.50,-0.07,0.63,1354272.00,"]--Intergenic--[","chromosome","SMc01808","SMc01808","hypothetical protein"
"2011mTn5STM.1.03.E01",3.00,49.00,1359.00,0.11,0.23,1556.75,0.10,0.17,881640.00,"]--Intergenic--[","chromosome","SMc00902","SMc00902","hypothetical protein"
"2011mTn5STM.1.03.E02",3.00,50.00,303.00,-0.24,0.22,180.50,-0.21,0.03,1508151.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.E03",3.00,51.00,326.50,0.71,0.01,268.50,0.91,1.5629185207638e-03,,"","","","",""
"2011mTn5STM.1.03.E04",3.00,52.00,71.25,-0.03,0.90,211.50,-0.18,0.20,1442459.00,"]--Intergenic--[","pSymB","SM_b21518","SM_b21518","hypothetical protein"
"2011mTn5STM.1.03.E05",3.00,53.00,357.00,0.57,0.01,398.75,0.56,0.03,3377055.00,"SME591688_3170","chromosome","SMc03260","TRm17","transposase"
"2011mTn5STM.1.03.E06",3.00,54.00,165.25,-0.08,0.63,142.25,-0.28,0.39,1077347.00,"AE006469_1043","pSymA","SMa1896","msrA3","methionine sulfoxide reductase A"
"2011mTn5STM.1.03.E07",3.00,55.00,42.50,-1.60,0.01,25.75,-1.03,0.10,743983.00,"SME591688_692","chromosome","SMc03047","flgE","flagellar hook protein FlgE"
"2011mTn5STM.1.03.E08",3.00,56.00,115.75,-0.12,0.59,121.00,-0.09,0.14,600021.00,"SME591688_551","chromosome","SMc02236","SMc02236","hypothetical protein"
"2011mTn5STM.1.03.E09",3.00,122.00,1205.00,0.69,0.01,656.50,0.69,4.6496422438939e-03,110995.00,"SME591688_100","chromosome","SMc02618","SMc02618","hypothetical protein"
"2011mTn5STM.1.03.E10",3.00,58.00,152.75,-0.18,0.34,324.00,-0.03,0.87,1658752.00,"RME591985_1549","pSymB","SM_b21630","SM_b21630","hypothetical protein"
"2011mTn5STM.1.03.E11",3.00,59.00,268.00,0.23,0.02,332.25,0.33,0.14,699878.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.E12",3.00,60.00,598.00,0.51,0.03,420.50,0.15,0.07,2876690.00,"SME591688_2718","chromosome","SMc00702","SMc00702","signal peptide protein"
"2011mTn5STM.1.03.F01",3.00,121.00,436.25,-0.07,0.66,407.25,0.10,0.48,1083200.00,"RME591985_988","pSymB","SM_b21548","SM_b21548","hypothetical protein"
"2011mTn5STM.1.03.F02",3.00,62.00,212.25,0.11,0.29,230.00,-0.12,0.36,516737.00,"RME591985_477","pSymB","SM_b20496","SM_b20496","GMC oxidoreductase"
"2011mTn5STM.1.03.F03",3.00,63.00,627.00,0.58,0.05,521.25,0.69,0.03,70490.00,"AE006469_68","pSymA","SMa0130","SMa0130","fatty acid desaturase"
"2011mTn5STM.1.03.F04",3.00,64.00,258.75,0.59,9.99629155797693e-03,273.00,0.64,0.06,,"","","","",""
"2011mTn5STM.1.03.F05",3.00,65.00,231.50,0.38,0.38,291.00,9.89765032029324e-03,0.97,1175119.00,"AE006469_1136","pSymA","SMa2081","SMa2081","ABC transporter ATP-binding protein"
"2011mTn5STM.1.03.F06",3.00,66.00,285.25,0.78,5.24795727002175e-03,451.75,0.92,3.69077690048519e-03,2701494.00,"SME591688_2552","chromosome","SMc01977","SMc01977","sugar-binding periplasmic ABC transporter protein"
"2011mTn5STM.1.03.F07",3.00,67.00,999.50,0.81,0.01,696.00,0.89,0.01,2048344.00,"SME591688_1931","chromosome","SMc04222","SMc04222","hypothetical protein"
"2011mTn5STM.1.03.F08",3.00,68.00,0.75,1.27,0.33,0.50,2.25,0.10,1417410.00,"RME591985_1325","pSymB","SM_b21495","SM_b21495","protease"
"2011mTn5STM.1.03.F09",3.00,69.00,329.75,0.36,0.02,279.25,0.48,0.05,2968349.00,"SME591688_2805","chromosome","SMc03972","mexE2","multidrug efflux system transmembrane protein"
"2011mTn5STM.1.03.F10",3.00,70.00,220.00,0.10,0.62,343.25,4.97242240348213e-03,0.96,2278769.00,"SME591688_2155","chromosome","SMc01432","SMc01432","hypothetical protein"
"2011mTn5STM.1.03.F11",3.00,71.00,354.75,0.06,0.59,244.00,0.14,0.22,851057.00,"AE006469_839","pSymA","SMa1541","SMa1541","monovalent cation/H+ antiporter subunit D"
"2011mTn5STM.1.03.F12",3.00,72.00,551.00,0.38,0.02,161.25,0.29,0.13,65827.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.G01",3.00,73.00,438.25,0.37,0.02,461.50,0.37,0.02,354559.00,"]--Intergenic--[","pSymB","SM_b20346","SM_b20346","efflux protein"
"2011mTn5STM.1.03.G02",3.00,74.00,717.25,-0.47,0.02,895.50,-0.38,0.03,1304205.00,"SME591688_1214","chromosome","SMc01758","groEL","chaperonin GroEL"
"2011mTn5STM.1.03.G03",3.00,169.00,471.50,0.31,0.01,439.50,0.33,0.11,3257899.00,"SME591688_3059","chromosome","SMc03091","argI1","arginase"
"2011mTn5STM.1.03.G04",3.00,76.00,931.50,0.59,1.01461350677186e-03,572.75,0.75,0.02,2028831.00,"SME591688_1907","chromosome","SMc00141","SMc00141","hypothetical protein"
"2011mTn5STM.1.03.G05",3.00,77.00,481.50,-0.08,0.50,401.75,-0.19,0.01,175825.00,"SME591688_157","chromosome","SMc02828","SMc02828","hydroxyacid dehydrogenase"
"2011mTn5STM.1.03.G06",3.00,78.00,158.25,-0.17,0.43,333.00,-0.08,0.75,1586485.00,"]--Intergenic--[","pSymB","SM_b20573","SM_b20573","NADH-dependent FMN reductase"
"2011mTn5STM.1.03.G07",3.00,79.00,458.75,-0.24,0.18,392.75,-0.21,0.10,62261.00,"]--Intergenic--[","chromosome","SMc02576","SMc02576","acetyltransferase"
"2011mTn5STM.1.03.G08",3.00,181.00,394.50,0.07,0.62,320.50,0.02,0.82,2752766.00,"]--Intergenic--[","chromosome","SMc02334","SMc02334","pentose kinase transmembrane protein"
"2011mTn5STM.1.03.G09",3.00,81.00,517.50,-0.04,0.09,290.00,0.13,0.24,616233.00,"AE006469_610","pSymA","SMa1128","degP4","DegP4 protease like protein"
"2011mTn5STM.1.03.G10",3.00,82.00,271.25,0.31,0.06,567.75,0.22,0.26,204893.00,"SME591688_183","chromosome","SMc02853","SMc02853","hypothetical protein"
"2011mTn5STM.1.03.G11",3.00,83.00,475.50,0.36,0.11,363.75,0.57,9.05035314282651e-04,1211562.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.G12",3.00,84.00,465.50,-0.22,8.10459464092703e-03,471.50,0.07,0.39,825396.00,"AE006469_814","pSymA","SMa1495","SMa1495","aminotransferase"
"2011mTn5STM.1.03.H01",3.00,145.00,336.75,-0.15,0.07,193.00,-0.07,0.56,1478935.00,"]--Intergenic--[","pSymB","SM_b20677","SM_b20677","ureidoglycolate hydrolase"
"2011mTn5STM.1.03.H02",3.00,86.00,295.00,0.11,0.32,436.75,-0.26,0.04,1273446.00,"RME591985_1161","pSymB","SM_b20868","SM_b20868","two-component sensor histidine kinase"
"2011mTn5STM.1.03.H03",3.00,87.00,681.75,-0.12,0.57,428.25,-0.04,0.80,2585307.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.H04",3.00,88.00,993.00,-0.57,0.02,332.50,-0.23,0.23,3545576.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.1.03.H05",3.00,89.00,409.75,0.32,0.29,188.75,0.36,0.04,1867638.00,"SME591688_1763","chromosome","SMc00295","SMc00295","hypothetical protein"
"2011mTn5STM.1.03.H06",3.00,90.00,493.75,0.08,0.46,554.25,0.03,0.70,2984052.00,"SME591688_2818","chromosome","SMc03985","cyaF2","adenylate/guanylate cyclase"
"2011mTn5STM.1.03.H07",3.00,91.00,166.75,0.34,0.09,610.75,0.14,0.65,2246801.00,"]--Intergenic--[","chromosome","SMc01405","SMc01405","hypothetical protein"
"2011mTn5STM.1.03.H08",3.00,92.00,608.75,-0.26,0.16,664.00,-0.16,0.01,3197371.00,"SME591688_3011","chromosome","SMc03132","ordL3","oxidoreductase"
"2011mTn5STM.1.03.H09",3.00,146.00,483.50,-0.16,0.15,237.00,-0.14,0.09,184204.00,"RME591985_163","pSymB","SM_b20164","SM_b20164","sensor histidine kinase"
"2011mTn5STM.1.03.H10",3.00,94.00,586.25,-0.06,0.43,594.75,-0.07,0.36,1599366.00,"RME591985_1496","pSymB","SM_b20584","SM_b20584","hypothetical protein"
"2011mTn5STM.1.03.H11",3.00,95.00,546.50,0.04,0.80,8.00,-0.52,0.65,2492843.00,"SME591688_2343","chromosome","SMc01552","SMc01552","hypothetical protein"
"2011mTn5STM.1.03.H12",3.00,96.00,400.50,0.21,0.36,493.00,0.23,0.57,527748.00,"AE006469_510","pSymA","SMa0943","SMa0943","arylsulfatase"
"2011mTn5STM.1.04.A01",4.00,97.00,784.00,-0.08,0.60,670.50,-0.34,8.52376090710484e-03,66336.00,"AE006469_64","pSymA","SMa0124","groEL","molecular chaperone GroEL"
"2011mTn5STM.1.04.A04",4.00,4.00,607.00,-0.08,0.78,434.25,0.25,0.55,501462.00,"AE006469_491","pSymA","SMa0896","SMa0896","hypothetical protein"
"2011mTn5STM.1.04.A05",4.00,5.00,867.75,0.71,1.29213983947289e-03,723.75,0.59,2.3145946218979e-03,1114609.00,"RME591985_1014","pSymB","SM_b21575","SM_b21575","transporter"
"2011mTn5STM.1.04.A06",4.00,6.00,460.75,-0.27,0.02,563.50,-0.23,0.06,91256.00,"RME591985_78","pSymB","SM_b20079","SM_b20079","hemolysin-adenlyate cyclase"
"2011mTn5STM.1.04.A07",4.00,7.00,37.25,-1.04,0.04,457.50,-0.74,5.42735777855741e-03,2372707.00,"SME591688_2239","chromosome","SMc01843","metF","5,10-methylenetetrahydrofolate reductase"
"2011mTn5STM.1.04.A08",4.00,8.00,1383.75,0.46,0.01,1268.00,0.50,7.79053368180337e-03,2816187.00,"SME591688_2655","chromosome","SMc02433","clpB","ATP-dependent protease"
"2011mTn5STM.1.04.A09",4.00,9.00,564.50,-0.19,0.32,624.00,-0.34,0.10,1636272.00,"RME591985_1528","pSymB","SM_b20616","thiO","thiamine biosynthesis oxidoreductase"
"2011mTn5STM.1.04.A10",4.00,10.00,842.75,0.25,0.16,758.25,0.35,0.01,3324591.00,"SME591688_3120","chromosome","SMc02472","SMc02472","ABC transporter permease"
